link_id,src_bus_id,dst_bus_id,voltage,circuits,dc,underground,under_construction,length_m,tags,src_coord,dst_coord,src_country,dst_country
7246,4736,5076,220,1,f,f,f,10919.355781,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5874'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6563'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.77856400000001, 43.683764)","(6.69067400000001, 43.612217)",FR,FR
7910,4742,5077,380,2,f,f,f,41021.251436,'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6580'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7286'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.05322299999999, 43.786958)","(6.69067400000001, 43.612217)",FR,FR
7980,4738,5076,220,1,f,f,f,14075.389107,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6652'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7361'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.855469, 43.580391)","(6.69067400000001, 43.612217)",FR,FR
8478,3037,5079,380,1,f,f,f,11098.69305,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'7571'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7141'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.52563500000001, 47.842658)","(7.39379900000001, 47.894248)",FR,FR
4238,2651,5079,380,1,f,f,f,32343.444472,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'1449'  't9_code'=>'72.1.2'  'visible'=>'1'  'objectid'=>'1552'  'tie_line'=>'1'  'country_1'=>'FR'  'country_2'=>'DE',"(7.71240200000001, 48.100095)","(7.39379900000001, 47.894248)",FR,DE
7780,5005,5079,380,2,f,f,f,22549.101283,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6440'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7140'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.23998999999999, 48.056054)","(7.39379900000001, 47.894248)",FR,FR
7712,5003,5078,220,2,f,f,f,11973.743743,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6370'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7067'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.44873000000001, 47.791016)","(7.39379900000001, 47.894248)",FR,FR
7617,5002,5079,380,2,f,f,f,28301.449221,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6271'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6965'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.41577099999999, 47.643186)","(7.39379900000001, 47.894248)",FR,FR
7878,4676,5080,220,1,f,f,f,10749.159777,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6545'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7250'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(4.42749, 45.437008)","(4.284668, 45.452424)",FR,FR
7879,4499,5081,220,1,f,f,f,8543.629023,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6546'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7251'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(-0.582275000000003, 44.855869)","(-0.527343999999999, 44.785734)",FR,FR
7882,4846,5082,220,1,f,f,f,45944.24238,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6549'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7254'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(1.75781199999999, 48.965794)","(1.417236, 49.28214)",FR,FR
7445,4802,5083,220,1,f,f,f,25255.80658,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6092'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6782'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(4.954834, 48.799627)","(5.174561, 48.980217)",FR,FR
7883,4977,5083,220,1,f,f,f,59389.537581,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6550'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7255'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.965576, 48.91528)","(5.174561, 48.980217)",FR,FR
7884,4699,5084,220,2,f,f,f,9692.269473,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6551'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7256'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.00976600000001, 45.828799)","(4.87793000000001, 45.805829)",FR,FR
7900,4642,5086,220,1,f,f,f,8767.654275,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6568'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7274'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.87817399999999, 43.564472)","(3.92211899999999, 43.644026)",FR,FR
7901,5086,5087,220,1,f,f,f,8183.678514,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6569'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7275'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.92211899999999, 43.644026)","(3.98803700000001, 43.691708)",FR,FR
7911,4863,5088,380,1,f,f,f,25688.820809,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6581'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7287'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.48291, 49.030665)","(2.834473, 49.001844)",FR,FR
7508,4897,5088,380,1,f,f,f,11600.17115,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6157'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6847'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.966309, 48.936935)","(2.834473, 49.001844)",FR,FR
7913,4977,5090,220,2,f,f,f,12895.778774,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6583'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7289'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.965576, 48.91528)","(6.04247999999999, 49.023461)",FR,FR
7914,4982,5091,220,1,f,f,f,33082.674504,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6584'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7290'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.756592, 47.52462)","(7.19604499999999, 47.591346)",FR,FR
7438,5001,5091,220,1,f,f,f,16139.906418,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6085'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6775'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.41577099999999, 47.643186)","(7.19604499999999, 47.591346)",FR,FR
7286,4526,5092,220,1,f,f,f,50696.902267,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5919'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6608'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(-0.878905999999996, 47.062638)","(-0.582275000000003, 46.641894)",FR,FR
7915,4623,5093,220,1,f,f,f,24424.241323,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6585'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7291'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.02124000000001, 45.912944)","(2.71362300000001, 45.966425)",FR,FR
7916,5070,5094,380,1,f,f,f,41097.886905,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6586'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7292'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.789795, 46.065608)","(6.13037099999999, 45.782848)",FR,FR
7498,4778,5094,380,1,f,f,f,23075.390763,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6146'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6836'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.39404299999999, 45.675482)","(6.13037099999999, 45.782848)",FR,FR
7707,4986,5095,220,2,f,f,f,38701.518984,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6365'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7062'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.679688, 49.131408)","(6.48193399999999, 48.806863)",FR,FR
7917,4978,5095,220,2,f,f,f,25554.912529,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6587'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7293'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.240234, 48.640169)","(6.48193399999999, 48.806863)",FR,FR
7918,4811,5096,220,1,f,f,f,43970.765692,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6588'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7294'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(1.856689, 47.657988)","(1.79077100000001, 47.279229)",FR,FR
7335,4618,5096,220,1,f,f,f,94551.826504,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5981'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6671'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(1.73584000000001, 46.437857)","(1.79077100000001, 47.279229)",FR,FR
7920,4805,5097,220,1,f,f,f,10972.708011,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6590'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7296'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.02148399999999, 48.734455)","(1.86767600000001, 48.741701)",FR,FR
7919,4826,5098,380,2,f,f,f,38619.535624,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6589'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7295'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.27417000000001, 48.632909)","(1.86767600000001, 48.741701)",FR,FR
7597,4851,5098,380,2,f,f,f,18606.750029,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6250'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6942'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(1.80175799999999, 48.908059)","(1.86767600000001, 48.741701)",FR,FR
7921,4954,5100,220,1,f,f,f,11662.995953,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6591'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7297'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.91113299999999, 50.212064)","(3.76831100000001, 50.148746)",FR,FR
7922,4708,5101,220,1,f,f,f,20167.635764,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6592'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7298'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.85571300000001, 43.683764)","(5.77880899999999, 43.508721)",FR,FR
11990,4710,5101,220,1,f,f,f,34261.846301,,"(5.383301, 43.405047)","(5.77880899999999, 43.508721)",,
7391,4959,5104,220,1,f,f,f,19709.274669,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6039'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6729'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.537598, 50.387508)","(3.74633799999999, 50.268277)",FR,FR
7990,4954,5104,220,1,f,f,f,12373.212149,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6662'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7371'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(3.91113299999999, 50.212064)","(3.74633799999999, 50.268277)",FR,FR
7812,4713,5105,220,1,f,f,f,6456.377728,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6478'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7179'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.41625999999999, 43.2932)","(5.394287, 43.34915)",FR,FR
7951,4710,5105,220,1,f,f,f,6140.19704,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6619'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7326'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.383301, 43.405047)","(5.394287, 43.34915)",FR,FR
7867,5008,5106,220,2,f,f,f,17105.139144,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6533'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7237'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(7.470703, 48.041365)","(7.50366199999999, 47.894248)",FR,FR
7411,4920,5107,220,1,f,f,f,24417.027045,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6059'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6749'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(1.75781199999999, 50.485474)","(1.96655299999999, 50.310392)",FR,FR
7931,4923,5107,220,1,f,f,f,42517.562658,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6600'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7306'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.28515599999999, 49.965356)","(1.96655299999999, 50.310392)",FR,FR
7935,4509,5109,220,1,f,f,f,32141.022446,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6604'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7310'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(0.252685999999995, 44.488668)","(-0.0549320000000076, 44.692088)",FR,FR
7939,5061,5111,220,1,f,f,f,19603.210468,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6608'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7315'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.60376, 50.331436)","(2.46093799999999, 50.176898)",FR,FR
7417,4922,5111,220,1,f,f,f,34761.481911,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6064'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6754'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(2.37304699999999, 49.873398)","(2.46093799999999, 50.176898)",FR,FR
7940,4565,5112,220,1,f,f,f,23335.356265,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6609'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7316'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.16357399999999, 43.644026)","(5.09765600000001, 43.858297)",FR,FR
7219,4658,5112,220,1,f,f,f,9060.008755,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5847'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6536'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.06469699999999, 43.937462)","(5.09765600000001, 43.858297)",FR,FR
7941,4770,5113,380,1,f,f,f,6904.011073,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6610'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'7317'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(6.591797, 45.18978)","(6.64672900000001, 45.135555)",FR,FR
8609,4788,5116,380,2,f,f,f,10398.237343,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'7993'  't9_code'=>'82.1.1'  'visible'=>'1'  'objectid'=>'7111'  'tie_line'=>'1'  'country_1'=>'CH'  'country_2'=>'FR',"(5.94360399999999, 46.24825)","(6.020508, 46.172223)",CH,FR
7681,5069,5115,220,2,f,f,f,20793.144754,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6336'  't9_code'=>'82.2.1/2'  'visible'=>'1'  'objectid'=>'7033'  'tie_line'=>'1'  'country_1'=>'CH'  'country_2'=>'FR',"(5.789795, 46.065608)","(6.020508, 46.172223)",CH,FR
7435,4971,5117,220,1,f,f,f,38047.485904,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6082'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6772'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(5.36132800000001, 47.938427)","(4.88891599999999, 48.092757)",FR,FR
7434,4885,5117,220,1,f,f,f,63579.424507,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'6081'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6771'  'tie_line'=>'0'  'country_1'=>'FR'  'country_2'=>'FR',"(4.119873, 48.363549)","(4.88891599999999, 48.092757)",FR,FR
7139,5118,5119,220,1,f,f,f,37968.848167,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5727'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6405'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.391113, 47.480088)","(18.874512, 47.353711)",HU,HU
8003,4449,5123,380,2,f,f,f,120737.308655,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6675'  't9_code'=>'251.3.1/2'  'visible'=>'1'  'objectid'=>'7385'  'tie_line'=>'1'  'country_1'=>'HR'  'country_2'=>'HU',"(16.369629, 45.85176)","(17.171631, 46.777493)",HR,HU
7108,5118,5124,220,1,f,f,f,47707.753809,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5696'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6372'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.391113, 47.480088)","(17.786865, 47.650588)",HU,HU
7110,5123,5126,380,1,f,f,f,87250.678306,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5698'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6374'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(17.171631, 46.777493)","(17.896729, 46.407564)",HU,HU
7119,3697,5128,380,1,f,f,f,72565.631348,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5707'  't9_code'=>'711.1.1'  'visible'=>'1'  'objectid'=>'6383'  'tie_line'=>'1'  'country_1'=>'HU'  'country_2'=>'SK',"(18.566895, 48.210032)","(19.248047, 47.746711)",HU,SK
7114,5123,5129,380,1,f,f,f,82373.955855,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5702'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6378'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(17.171631, 46.777493)","(18.116455, 47.077604)",HU,HU
7115,5125,5129,380,1,f,f,f,69483.146848,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5703'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6379'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(17.786865, 47.650588)","(18.116455, 47.077604)",HU,HU
7140,5119,5130,220,2,f,f,f,14623.022487,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5728'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6406'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.874512, 47.353711)","(18.896484, 47.487513)",HU,HU
7123,5128,5131,380,2,f,f,f,66886.707029,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5711'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6389'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(19.248047, 47.746711)","(19.720459, 47.212106)",HU,HU
7141,5119,5133,220,2,f,f,f,45560.096202,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5729'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6407'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.874512, 47.353711)","(18.951416, 46.935261)",HU,HU
6748,3995,5134,380,1,f,f,f,93552.799141,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5062'  't9_code'=>'730.1.1'  'visible'=>'1'  'objectid'=>'5690'  'tie_line'=>'1'  'country_1'=>'HU'  'country_2'=>'RO',"(21.412354, 46.17983)","(20.170898, 46.301406)",HU,RO
8423,5120,5137,220,2,f,f,f,13015.475617,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'7482'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6394'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.061035, 47.908978)","(20.159912, 47.805776)",HU,HU
7128,5120,5137,220,1,f,f,f,15573.837461,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5716'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6394'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.061035, 47.908978)","(20.159912, 47.805776)",HU,HU
7121,5134,5138,380,1,f,f,f,82219.192252,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5709'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6385'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.170898, 46.301406)","(21.148682, 46.649436)",HU,HU
11921,4077,5138,380,2,f,f,f,35406.252887,,"(21.577148, 46.513516)","(21.148682, 46.649436)",,
7117,5134,5142,380,1,f,f,f,106767.728749,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5705'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6381'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.170898, 46.301406)","(18.797607, 46.55886)",HU,HU
7111,5126,5142,380,1,f,f,f,70285.055474,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5699'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6375'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(17.896729, 46.407564)","(18.797607, 46.55886)",HU,HU
7113,5129,5142,380,1,f,f,f,79227.313257,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5701'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6377'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.116455, 47.077604)","(18.797607, 46.55886)",HU,HU
7107,5135,5144,220,1,f,f,f,105773.61372,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5695'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6371'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.291748, 47.182246)","(20.214844, 46.202646)",HU,HU
8032,4447,5145,380,2,f,f,f,89047.780993,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'6704'  't9_code'=>'252.1.1/2'  'visible'=>'1'  'objectid'=>'7414'  'tie_line'=>'1'  'country_1'=>'HR'  'country_2'=>'HU',"(18.61084, 45.413876)","(18.226318, 46.13417)",HR,HU
7150,5142,5145,380,2,f,f,f,62324.787406,'text_'=>' '  'symbol'=>'380-400 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5738'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6418'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.797607, 46.55886)","(18.226318, 46.13417)",HU,HU
7146,5119,5146,220,2,f,f,f,34272.596658,'text_'=>' '  'symbol'=>'220 kV Transmission Line  2 Circuits'  'ogc_fid'=>'5734'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6412'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(18.874512, 47.353711)","(19.335938, 47.41322)",HU,HU
7126,5137,5147,220,1,f,f,f,68753.736813,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5714'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6392'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.159912, 47.805776)","(19.291992, 47.546872)",HU,HU
7153,5127,5147,220,1,f,f,f,22982.021146,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5741'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6421'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(19.248047, 47.746711)","(19.291992, 47.546872)",HU,HU
7129,5137,5147,220,1,f,f,f,75188.584549,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5717'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6395'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(20.159912, 47.805776)","(19.291992, 47.546872)",HU,HU
7124,5146,5147,220,1,f,f,f,16918.222753,'text_'=>' '  'symbol'=>'220 kV Transmission Line  1 Circuit'  'ogc_fid'=>'5712'  't9_code'=>'0'  'visible'=>'1'  'objectid'=>'6390'  'tie_line'=>'0'  'country_1'=>'HU'  'country_2'=>'HU',"(19.335938, 47.41322)","(19.291992, 47.546872)",HU,HU
